Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDwoodDoor_exteriorHouseDoorSideLightSingleRed,blocks,block,,,Red Exterior House Side Light Single Door,,"Rote Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa roja,"Porte simple, lumière latérale, extérieur de maison, rouge",Porta laterale singola leggera esterna rossa,住宅用室外ドア（赤・サイド照明・シングル）,빨간색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – czerwone, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior vermelha,Красная одинарная входная дверь с окнами по бокам,Kırmızı Dış Ev Kapısı Tekli Yan Lambası,红色室外侧光单开门,紅色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleOrange,blocks,block,,,Orange Exterior House Side Light Single Door,,"Orangefarbene Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa naranja,"Porte simple, lumière latérale, extérieur de maison, orange",Porta laterale singola leggera esterna arancione,住宅用室外ドア（橙・サイド照明・シングル）,주황색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior laranja,Оранжевая одинарная входная дверь с окнами по бокам,Turuncu Dış Ev Kapısı Tekli Yan Lambası,橙色室外侧光单开门,橘色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleYellow,blocks,block,,,Yellow Exterior House Side Light Single Door,,"Gelbe Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa amarilla,"Porte simple, lumière latérale, extérieur de maison, jaune",Porta laterale singola leggera esterna gialla,住宅用室外ドア（黄色・サイド照明・シングル）,노란색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – żółte, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior amarela,Желтая одинарная входная дверь с окнами по бокам,Sarı Dış Ev Kapısı Tekli Yan Lambası,黄色室外侧光单开门,黃色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleGreen,blocks,block,,,Green Exterior House Side Light Single Door,,"Grüne Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa verde,"Porte simple, lumière latérale, extérieur de maison, verte",Porta laterale singola leggera esterna verde,住宅用室外ドア（緑・サイド照明・シングル）,초록색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – zielone, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior verde,Зеленая одинарная входная дверь с окнами по бокам,Yeşil Dış Ev Kapısı Tekli Yan Lambası,绿色室外侧光单开门,綠色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleBlue,blocks,block,,,Blue Exterior House Side Light Single Door,,"Blaue Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa azul,"Porte simple, lumière latérale, extérieur de maison, bleue",Porta laterale singola leggera esterna blu,住宅用室外ドア（青・サイド照明・シングル）,파란색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – niebieskie, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior azul,Синяя одинарная входная дверь с окнами по бокам,Mavi Dış Ev Kapısı Tekli Yan Lambası,蓝色室外侧光单开门,藍色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSinglePurple,blocks,block,,,Purple Exterior House Side Light Single Door,,"Lilafarbene Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa violeta,"Porte simple, lumière latérale, extérieur de maison, violette",Porta laterale singola leggera esterna viola,住宅用室外ドア（紫・サイド照明・シングル）,보라색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – fioletowe, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior roxa,Фиолетовая одинарная входная дверь с окнами по бокам,Mor Dış Ev Kapısı Tekli Yan Lambası,紫色室外侧光单开门,紫色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleGrey,blocks,block,,,Grey Exterior House Side Light Single Door,,"Graue Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa gris,"Porte simple, lumière latérale, extérieur de maison, grise",Porta laterale singola leggera esterna grigia,住宅用室外ドア（灰色・サイド照明・シングル）,회색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – szare, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior cinza,Серая одинарная входная дверь с окнами по бокам,Gri Dış Ev Kapısı Tekli Yan Lambası,灰色室外侧光单开门,灰色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSinglePink,blocks,block,,,Pink Exterior House Side Light Single Door,,"Rosafarbene Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa rosa,"Porte simple, lumière latérale, extérieur de maison, rose",Porta laterale singola leggera esterna rosa,住宅用室外ドア（ピンク・サイド照明・シングル）,분홍색 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – różowe, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior rosa,Розовая одинарная входная дверь с окнами по бокам,Pembe Dış Ev Kapısı Tekli Yan Lambası,粉色室外侧光单开门,粉紅色室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightSingleOak,blocks,block,,,Oak Exterior House Side Light Single Door,,"Eichen-Einzeltür, Hausaußenseite, leicht",Ventana lateral de puerta exterior individual de casa de roble,"Porte simple, lumière latérale, extérieur de maison, chêne",Porta laterale singola leggera esterna di rovere,住宅用室外ドア（オーク・サイド照明・シングル）,떡갈나무 외부 집 측면 조명 싱글 문,"Zewnętrzne drzwi do domu – dębowe, bok, lekkie, pojedyncze",Porta única com vidro lateral de casa exterior carvalho,Дубовая одинарная входная дверь с окнами по бокам,Meşe Dış Ev Kapısı Tekli Yan Lambası,橡木室外侧光单开门,橡木室外房屋側光單門
NEDwoodDoor_exteriorHouseDoorSideLightWhite,blocks,block,,,White Exterior House Side Light Door,,"Weiße Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa blanca,"Porte, lumière latérale, extérieur de maison, blanche",Porta laterale leggera esterna bianca,住宅用室外ドア（白・サイド照明）,흰색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – białe, bok, lekkie",Porta com vidro lateral de casa exterior branca,Белая входная дверь с окнами по бокам,Beyaz Dış Ev Kapısı Yan Lambası,白色室外侧光门,白色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightBrown,blocks,block,,,Brown Exterior House Side Light Door,,"Braune Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa marrón,"Porte, lumière latérale, extérieur de maison, marron",Porta laterale leggera esterna marrone,住宅用室外ドア（茶色・サイド照明）,갈색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – brązowe, bok, lekkie",Porta com vidro lateral de casa exterior marrom,Коричневая входная дверь с окнами по бокам,Kahverengi Dış Ev Kapısı Yan Lambası,棕色室外侧光门,棕色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightRed,blocks,block,,,Red Exterior House Side Light Door,,"Rote Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa roja,"Porte, lumière latérale, extérieur de maison, rouge",Porta laterale leggera esterna rossa,住宅用室外ドア（赤・サイド照明）,빨간색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – czerwone, bok, lekkie",Porta com vidro lateral de casa exterior vermelha,Красная входная дверь с окнами по бокам,Kırmızı Dış Ev Kapısı Yan Lambası,红色室外侧光门,紅色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightOrange,blocks,block,,,Orange Exterior House Side Light Door,,"Orangefarbene Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa naranja,"Porte, lumière latérale, extérieur de maison, orange",Porta laterale leggera esterna arancione,住宅用室外ドア（橙・サイド照明）,주황색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie",Porta com vidro lateral de casa exterior laranja,Оранжевая входная дверь с окнами по бокам,Turuncu Dış Ev Kapısı Yan Lambası,橙色室外侧光门,橘色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightYellow,blocks,block,,,Yellow Exterior House Side Light Door,,"Gelbe Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa amarilla,"Porte, lumière latérale, extérieur de maison, jaune",Porta laterale leggera esterna gialla,住宅用室外ドア（黄色・サイド照明）,노란색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – żółte, bok, lekkie",Porta com vidro lateral de casa exterior amarela,Желтая входная дверь с окнами по бокам,Sarı Dış Ev Kapısı Yan Lambası,黄色室外侧光门,黃色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightGreen,blocks,block,,,Green Exterior House Side Light Door,,"Grüne Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa verde,"Porte, lumière latérale, extérieur de maison, verte",Porta laterale leggera esterna verde,住宅用室外ドア（緑・サイド照明）,초록색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – zielone, bok, lekkie",Porta com vidro lateral de casa exterior verde,Зеленая входная дверь с окнами по бокам,Yeşil Dış Ev Kapısı Yan Lambası,绿色室外侧光门,綠色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightBlue,blocks,block,,,Blue Exterior House Side Light Door,,"Blaue Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa azul,"Porte, lumière latérale, extérieur de maison, bleue",Porta laterale leggera esterna blu,住宅用室外ドア（青・サイド照明）,파란색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – niebieskie, bok, lekkie",Porta com vidro lateral de casa exterior azul,Синяя входная дверь с окнами по бокам,Mavi Dış Ev Kapısı Yan Lambası,蓝色室外侧光门,藍色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightPurple,blocks,block,,,Purple Exterior House Side Light Door,,"Lilafarbene Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa violeta,"Porte, lumière latérale, extérieur de maison, violette",Porta laterale leggera esterna viola,住宅用室外ドア（紫・サイド照明）,보라색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – fioletowe, bok, lekkie",Porta com vidro lateral de casa exterior roxa,Фиолетовая входная дверь с окнами по бокам,Mor Dış Ev Kapısı Yan Lambası,紫色室外侧光门,紫色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightGrey,blocks,block,,,Grey Exterior House Side Light Door,,"Graue Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa gris,"Porte, lumière latérale, extérieur de maison, grise",Porta laterale leggera esterna grigia,住宅用室外ドア（灰色・サイド照明）,회색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – szare, bok, lekkie",Porta com vidro lateral de casa exterior cinza,Серая входная дверь с окнами по бокам,Gri Dış Ev Kapısı Yan Lambası,灰色室外侧光门,灰色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightPink,blocks,block,,,Pink Exterior House Side Light Door,,"Rosafarbene Tür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa rosa,"Porte, lumière latérale, extérieur de maison, rose",Porta laterale leggera esterna rosa,住宅用室外ドア（ピンク・サイド照明）,분홍색 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – różowe, bok, lekkie",Porta com vidro lateral de casa exterior rosa,Розовая входная дверь с окнами по бокам,Pembe Dış Ev Kapısı Yan Lambası,粉色室外侧光门,粉紅色室外房屋側光門
NEDwoodDoor_exteriorHouseDoorSideLightOak,blocks,block,,,Oak Exterior House Side Light Door,,"Eichentür, Hausaußenseite, leicht",Ventana lateral de puerta exterior de casa de roble,"Porte, lumière latérale, extérieur de maison, chêne",Porta laterale leggera esterna in rovere,住宅用室外ドア（オーク・サイド照明）,떡갈나무 외부 집 측면 조명 문,"Zewnętrzne drzwi do domu – dębowe, bok, lekkie",Porta com vidro lateral de casa exterior carvalho,Дубовая входная дверь с окнами по бокам,Meşe Dış Ev Kapısı Yan Lambası,橡木室外侧光门,橡木室外房屋側光門
NEDwoodDoor_exteriorHouseDoorOldWhite,blocks,block,,,White Exterior House Door Old,,"Weiße Tür, Hausaußenseite, alt",Puerta exterior de la casa vieja blanca,"Porte, extérieur de maison, blanche, ancienne",Porta di casa esterna bianca vecchia,古い住宅用室外ドア（白）,낡은 흰색 외부 집 문,"Zewnętrzne drzwi do domu– stare, białe",Porta exterior de casa velha branca,Белая старая входная дверь,Beyaz Eski Dış Ev Kapısı,白色旧室外门,舊白色室外房屋門
NEDwoodDoor_exteriorHouseDoorOldBrown,blocks,block,,,Brown Exterior House Door Old,,"Braune Tür, Hausaußenseite, alt",Puerta exterior de la casa vieja marrón,"Porte, extérieur de maison, marron, ancienne",Porta di casa esterna marrone vecchia,古い住宅用室外ドア（茶）,낡은 갈색 외부 집 문,"Zewnętrzne drzwi do domu – stare, brązowe",Porta exterior de casa velha marrom,Коричневая старая входная дверь,Kahverengi Eski Dış Ev Kapısı,棕色旧室外门,舊棕色室外房屋門
NEDwoodDoor_exteriorHouseDoorOldRed,blocks,block,,,Red Exterior House Door Old,,"Rote Tür, Hausaußenseite, alt",Puerta exterior de la casa vieja roja,"Porte, extérieur de maison, rouge, ancienne",Porta di casa esterna rossa vecchia,古い住宅用室外ドア（赤）,낡은 빨간색 외부 집 문,"Zewnętrzne drzwi do domu – stare, czerwone",Porta exterior de casa velha vermelha,Красная старая входная дверь,Kırmızı Eski Dış Ev Kapısı,红色旧室外门,舊紅色室外房屋門
NEDwoodDoor_exteriorHouseDoorOldOrange,blocks,block,,,Orange Exterior House Door Old,,"Orangefarbene Tür, Hausaußenseite, alt",Puerta exterior de la casa vieja naranja,"Porte, extérieur de maison, orange, ancienne",Porta di casa esterna arancione vecchia,古い住宅用室外ドア（橙）,낡은 주황색 외부 집 문,"Zewnętrzne drzwi do domu – stare, pomarańczowe",Porta exterior de casa velha laranja,Оранжевая старая входная дверь,Turuncu Eski Dış Ev Kapısı,橙色旧室外门,舊橘色室外房屋門
NEDwoodDoor_exteriorHouseDoorOldYellow,blocks,block,,,Yellow Exterior House Door Old,,"Gelbe Tür, Hausaußenseite, alt",Puerta exterior de la casa vieja amarilla,"Porte, extérieur de maison, jaune, ancienne",Porta di casa esterna gialla vecchia,古い住宅用室外ドア（黄）,낡은 노란색 외부 집 문,"Zewnętrzne drzwi do domu – stare, żółte",Porta exterior de casa velha amarela,Желтая старая входная дверь,Sarı Eski Dış Ev Kapısı,黄色旧室外门,舊黃色室外房屋門
