Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDwoodDoor_exteriorHouseDoorSideLightSingleOrange_Clean,blocks,block,,,Orange Exterior House Side Light Single Door (Clean),,"Orangefarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa naranja (Clean),"Porte simple, lumière latérale, extérieur de maison, orange (Clean)",Porta laterale singola leggera esterna arancione (Clean),住宅用室外ドア（橙・サイド照明・シングル） (Clean),주황색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior laranja (Clean),Оранжевая одинарная входная дверь с окнами по бокам (Clean),Turuncu Dış Ev Kapısı Tekli Yan Lambası,橙色室外侧光单开门 (Clean),橘色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSingleYellow_Clean,blocks,block,,,Yellow Exterior House Side Light Single Door (Clean),,"Gelbe Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa amarilla (Clean),"Porte simple, lumière latérale, extérieur de maison, jaune (Clean)",Porta laterale singola leggera esterna gialla (Clean),住宅用室外ドア（黄色・サイド照明・シングル） (Clean),노란색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – żółte, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior amarela (Clean),Желтая одинарная входная дверь с окнами по бокам (Clean),Sarı Dış Ev Kapısı Tekli Yan Lambası,黄色室外侧光单开门 (Clean),黃色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSingleGreen_Clean,blocks,block,,,Green Exterior House Side Light Single Door (Clean),,"Grüne Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa verde (Clean),"Porte simple, lumière latérale, extérieur de maison, verte (Clean)",Porta laterale singola leggera esterna verde (Clean),住宅用室外ドア（緑・サイド照明・シングル） (Clean),초록색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – zielone, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior verde (Clean),Зеленая одинарная входная дверь с окнами по бокам (Clean),Yeşil Dış Ev Kapısı Tekli Yan Lambası,绿色室外侧光单开门 (Clean),綠色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSingleBlue_Clean,blocks,block,,,Blue Exterior House Side Light Single Door (Clean),,"Blaue Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa azul (Clean),"Porte simple, lumière latérale, extérieur de maison, bleue (Clean)",Porta laterale singola leggera esterna blu (Clean),住宅用室外ドア（青・サイド照明・シングル） (Clean),파란색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – niebieskie, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior azul (Clean),Синяя одинарная входная дверь с окнами по бокам (Clean),Mavi Dış Ev Kapısı Tekli Yan Lambası,蓝色室外侧光单开门 (Clean),藍色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSinglePurple_Clean,blocks,block,,,Purple Exterior House Side Light Single Door (Clean),,"Lilafarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa violeta (Clean),"Porte simple, lumière latérale, extérieur de maison, violette (Clean)",Porta laterale singola leggera esterna viola (Clean),住宅用室外ドア（紫・サイド照明・シングル） (Clean),보라색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – fioletowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior roxa (Clean),Фиолетовая одинарная входная дверь с окнами по бокам (Clean),Mor Dış Ev Kapısı Tekli Yan Lambası,紫色室外侧光单开门 (Clean),紫色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSingleGrey_Clean,blocks,block,,,Grey Exterior House Side Light Single Door (Clean),,"Graue Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa gris (Clean),"Porte simple, lumière latérale, extérieur de maison, grise (Clean)",Porta laterale singola leggera esterna grigia (Clean),住宅用室外ドア（灰色・サイド照明・シングル） (Clean),회색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – szare, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior cinza (Clean),Серая одинарная входная дверь с окнами по бокам (Clean),Gri Dış Ev Kapısı Tekli Yan Lambası,灰色室外侧光单开门 (Clean),灰色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSinglePink_Clean,blocks,block,,,Pink Exterior House Side Light Single Door (Clean),,"Rosafarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa rosa (Clean),"Porte simple, lumière latérale, extérieur de maison, rose (Clean)",Porta laterale singola leggera esterna rosa (Clean),住宅用室外ドア（ピンク・サイド照明・シングル） (Clean),분홍색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – różowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior rosa (Clean),Розовая одинарная входная дверь с окнами по бокам (Clean),Pembe Dış Ev Kapısı Tekli Yan Lambası,粉色室外侧光单开门 (Clean),粉紅色室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightSingleOak_Clean,blocks,block,,,Oak Exterior House Side Light Single Door (Clean),,"Eichen-Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa de roble (Clean),"Porte simple, lumière latérale, extérieur de maison, chêne (Clean)",Porta laterale singola leggera esterna di rovere (Clean),住宅用室外ドア（オーク・サイド照明・シングル） (Clean),떡갈나무 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – dębowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior carvalho (Clean),Дубовая одинарная входная дверь с окнами по бокам (Clean),Meşe Dış Ev Kapısı Tekli Yan Lambası,橡木室外侧光单开门 (Clean),橡木室外房屋側光單門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightWhite_Clean,blocks,block,,,White Exterior House Side Light Door (Clean),,"Weiße Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa blanca (Clean),"Porte, lumière latérale, extérieur de maison, blanche (Clean)",Porta laterale leggera esterna bianca (Clean),住宅用室外ドア（白・サイド照明） (Clean),흰색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – białe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior branca (Clean),Белая входная дверь с окнами по бокам (Clean),Beyaz Dış Ev Kapısı Yan Lambası,白色室外侧光门 (Clean),白色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightBrown_Clean,blocks,block,,,Brown Exterior House Side Light Door (Clean),,"Braune Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa marrón (Clean),"Porte, lumière latérale, extérieur de maison, marron (Clean)",Porta laterale leggera esterna marrone (Clean),住宅用室外ドア（茶色・サイド照明） (Clean),갈색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – brązowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior marrom (Clean),Коричневая входная дверь с окнами по бокам (Clean),Kahverengi Dış Ev Kapısı Yan Lambası,棕色室外侧光门 (Clean),棕色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightRed_Clean,blocks,block,,,Red Exterior House Side Light Door (Clean),,"Rote Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa roja (Clean),"Porte, lumière latérale, extérieur de maison, rouge (Clean)",Porta laterale leggera esterna rossa (Clean),住宅用室外ドア（赤・サイド照明） (Clean),빨간색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – czerwone, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior vermelha (Clean),Красная входная дверь с окнами по бокам (Clean),Kırmızı Dış Ev Kapısı Yan Lambası,红色室外侧光门 (Clean),紅色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightOrange_Clean,blocks,block,,,Orange Exterior House Side Light Door (Clean),,"Orangefarbene Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa naranja (Clean),"Porte, lumière latérale, extérieur de maison, orange (Clean)",Porta laterale leggera esterna arancione (Clean),住宅用室外ドア（橙・サイド照明） (Clean),주황색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior laranja (Clean),Оранжевая входная дверь с окнами по бокам (Clean),Turuncu Dış Ev Kapısı Yan Lambası,橙色室外侧光门 (Clean),橘色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightYellow_Clean,blocks,block,,,Yellow Exterior House Side Light Door (Clean),,"Gelbe Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa amarilla (Clean),"Porte, lumière latérale, extérieur de maison, jaune (Clean)",Porta laterale leggera esterna gialla (Clean),住宅用室外ドア（黄色・サイド照明） (Clean),노란색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – żółte, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior amarela (Clean),Желтая входная дверь с окнами по бокам (Clean),Sarı Dış Ev Kapısı Yan Lambası,黄色室外侧光门 (Clean),黃色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightGreen_Clean,blocks,block,,,Green Exterior House Side Light Door (Clean),,"Grüne Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa verde (Clean),"Porte, lumière latérale, extérieur de maison, verte (Clean)",Porta laterale leggera esterna verde (Clean),住宅用室外ドア（緑・サイド照明） (Clean),초록색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – zielone, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior verde (Clean),Зеленая входная дверь с окнами по бокам (Clean),Yeşil Dış Ev Kapısı Yan Lambası,绿色室外侧光门 (Clean),綠色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightBlue_Clean,blocks,block,,,Blue Exterior House Side Light Door (Clean),,"Blaue Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa azul (Clean),"Porte, lumière latérale, extérieur de maison, bleue (Clean)",Porta laterale leggera esterna blu (Clean),住宅用室外ドア（青・サイド照明） (Clean),파란색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – niebieskie, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior azul (Clean),Синяя входная дверь с окнами по бокам (Clean),Mavi Dış Ev Kapısı Yan Lambası,蓝色室外侧光门 (Clean),藍色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightPurple_Clean,blocks,block,,,Purple Exterior House Side Light Door (Clean),,"Lilafarbene Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa violeta (Clean),"Porte, lumière latérale, extérieur de maison, violette (Clean)",Porta laterale leggera esterna viola (Clean),住宅用室外ドア（紫・サイド照明） (Clean),보라색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – fioletowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior roxa (Clean),Фиолетовая входная дверь с окнами по бокам (Clean),Mor Dış Ev Kapısı Yan Lambası,紫色室外侧光门 (Clean),紫色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightGrey_Clean,blocks,block,,,Grey Exterior House Side Light Door (Clean),,"Graue Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa gris (Clean),"Porte, lumière latérale, extérieur de maison, grise (Clean)",Porta laterale leggera esterna grigia (Clean),住宅用室外ドア（灰色・サイド照明） (Clean),회색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – szare, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior cinza (Clean),Серая входная дверь с окнами по бокам (Clean),Gri Dış Ev Kapısı Yan Lambası,灰色室外侧光门 (Clean),灰色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightPink_Clean,blocks,block,,,Pink Exterior House Side Light Door (Clean),,"Rosafarbene Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa rosa (Clean),"Porte, lumière latérale, extérieur de maison, rose (Clean)",Porta laterale leggera esterna rosa (Clean),住宅用室外ドア（ピンク・サイド照明） (Clean),분홍색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – różowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior rosa (Clean),Розовая входная дверь с окнами по бокам (Clean),Pembe Dış Ev Kapısı Yan Lambası,粉色室外侧光门 (Clean),粉紅色室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorSideLightOak_Clean,blocks,block,,,Oak Exterior House Side Light Door (Clean),,"Eichentür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa de roble (Clean),"Porte, lumière latérale, extérieur de maison, chêne (Clean)",Porta laterale leggera esterna in rovere (Clean),住宅用室外ドア（オーク・サイド照明） (Clean),떡갈나무 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – dębowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior carvalho (Clean),Дубовая входная дверь с окнами по бокам (Clean),Meşe Dış Ev Kapısı Yan Lambası,橡木室外侧光门 (Clean),橡木室外房屋側光門 (Clean)
NEDwoodDoor_exteriorHouseDoorOldWhite_Clean,blocks,block,,,White Exterior House Door Old (Clean),,"Weiße Tür, Hausaußenseite, alt (Clean)",Puerta exterior de la casa vieja blanca (Clean),"Porte, extérieur de maison, blanche, ancienne (Clean)",Porta di casa esterna bianca vecchia (Clean),古い住宅用室外ドア（白） (Clean),낡은 흰색 외부 집 문 (Clean),"Zewnętrzne drzwi do domu– stare, białe (Clean)",Porta exterior de casa velha branca (Clean),Белая старая входная дверь (Clean),Beyaz Eski Dış Ev Kapısı,白色旧室外门 (Clean),舊白色室外房屋門 (Clean)
NEDwoodDoor_exteriorHouseDoorOldBrown_Clean,blocks,block,,,Brown Exterior House Door Old (Clean),,"Braune Tür, Hausaußenseite, alt (Clean)",Puerta exterior de la casa vieja marrón (Clean),"Porte, extérieur de maison, marron, ancienne (Clean)",Porta di casa esterna marrone vecchia (Clean),古い住宅用室外ドア（茶） (Clean),낡은 갈색 외부 집 문 (Clean),"Zewnętrzne drzwi do domu – stare, brązowe (Clean)",Porta exterior de casa velha marrom (Clean),Коричневая старая входная дверь (Clean),Kahverengi Eski Dış Ev Kapısı,棕色旧室外门 (Clean),舊棕色室外房屋門 (Clean)
NEDwoodDoor_exteriorHouseDoorOldRed_Clean,blocks,block,,,Red Exterior House Door Old (Clean),,"Rote Tür, Hausaußenseite, alt (Clean)",Puerta exterior de la casa vieja roja (Clean),"Porte, extérieur de maison, rouge, ancienne (Clean)",Porta di casa esterna rossa vecchia (Clean),古い住宅用室外ドア（赤） (Clean),낡은 빨간색 외부 집 문 (Clean),"Zewnętrzne drzwi do domu – stare, czerwone (Clean)",Porta exterior de casa velha vermelha (Clean),Красная старая входная дверь (Clean),Kırmızı Eski Dış Ev Kapısı,红色旧室外门 (Clean),舊紅色室外房屋門 (Clean)
